,Title,Published_date,Views,Likes,Comments
196,LAWS OF MOTION 01 | First  Law and Second Law in ONE SHOT | NEET Crash Course,2021-05-17T18:22:59Z,3228043,91405,5982
197,UMMEED - NEET 2021 | Chemistry & Biology Crash Course on YouTube @PW-NEETWallah,2021-05-16T17:02:20Z,619380,44472,7318
198,"LAUNCHING MY NEW PERSONAL CHANNEL ""Alakh Pandey"" - @Alakh.Pandey",2021-05-16T11:00:02Z,785688,38972,1660
199,KINEMATICS 04 || PROJECTILE MOTION in ONE SHOT ||  ALL Tricks & Concepts | NEET Physics Crash Course,2021-05-15T15:49:12Z,2314321,70395,3808
200,KINEMATICS 03 | Relative Velocity 2- D | Rain Man n River Swimmer Problem| NEET Physics Crash Course,2021-05-14T22:42:17Z,1593657,46235,2688
201,"KINEMATICS 02 || Galileo's Law , Vectors , Relative Velocity in 1-D || NEET Physics Crash Course",2021-05-13T18:29:50Z,2572377,63936,5657
202,KINEMATICS 01 ||  Motion in a Straight Line || 1-D Motion ||  NEET Physics Crash Course,2021-05-11T18:21:23Z,7272167,185112,9772
203,NEET Physics Crash Course || Basic Mathematics | Trignometry | Differentiation n Integration | Umeed,2021-05-10T17:27:48Z,6934281,206527,14440
204,How to Crack JEE/NEET by Studying Online?,2021-05-09T13:30:01Z,802324,59996,5928
205,UMEED - NEET 2021 || Physics Crash Course on Youtube by Alakh Pandey || Complete Physics For NEET ||,2021-05-07T16:39:01Z,690016,67508,14954
206,How to Start Class 11th? The Journey of becoming an IITian & Doctor !!! ARJUNA Batch on PW App.,2021-05-02T15:17:44Z,830415,41565,4510
207,Class 11th - NEW LIVE Batches Launch 🔥.ARJUNA NEET & ARJUNA JEE +  Study Material  on PW APP,2021-04-24T15:49:59Z,1042567,74347,10908
208,"Finally, The Wait is OVERRR !!! Check Description 🔥",2021-04-22T13:30:08Z,603321,36815,4507
209,Lakshya NEET vs Lakshya JEE - Ab Dangal Hoga 🔥🔥🔥,2021-04-03T15:51:24Z,1576136,100215,12973
210,Boards Booster Course on PhysicsWallah App - 95% in Class 12th || Complete PCMB in 30 days at Rs 499,2021-03-24T10:07:28Z,262991,21082,4294
211,LAKSHYA JEE & LAKSHYA NEET - Class 12 LIVE Batch on PhysicsWallah Mobile APP - Starting 5 APRIL,2021-03-21T09:44:30Z,430926,33717,6840
212,Class 12th - NEW LIVE  Batches Launch 🔥.  Lakshya NEET & Lakshya JEE + PhysicsWallah Study Material,2021-03-17T19:27:01Z,1195434,84909,12809
213,NEET - 100 DAYS CRASH COURSE !! You Still have Time - PhysicsWallah APP,2021-03-15T15:49:14Z,496306,42180,4189
214,Surprise of Half Decade - WALTER LEWIN SIR | Check Description @PW-NEETWallah,2021-03-13T08:44:36Z,837685,67176,2610
215,Physics Wallah ke SELECTIONS !!! Reported So Far...,2021-03-09T15:29:58Z,1057258,99852,7769
216,"HAPPY CHHATH PUJA 🙏 - Don't Underestimate The Power of ""THEKUA"" ❤️",2021-03-08T13:50:38Z,1988409,151392,7758
217,@PW-NEETWallah  SURPRISE OF HALF DECADE !!! Jitna Kamaya Utna Lauta Diya 🙏,2021-03-06T15:47:51Z,2099589,202711,12291
218,PACE SERIES  -  THANKYOU ALL & IMPORTANT ANNOUCEMENT,2021-03-03T05:20:25Z,559557,69506,7466
219,LOCOMOTION & MOVEMENT -  04 | JOINTS AND DISORDERS | 11 | NEET | PACE SERIES,2021-03-02T13:30:00Z,351665,14999,1546
220,"Animal Kingdom 06 | Chordate - TETRAPODA (Amphibia, Reptilia, Aves, Mammals) | 11| NEET| PACE SERIES",2021-03-01T13:30:00Z,355702,13641,1069
221,"Animal Kingdom 05 | Chordate - PROTOCHORDATES , EUCHORDATES (cyclostomes) | 11 | NEET | PACE SERIES",2021-02-27T13:30:00Z,475016,17533,1216
222,Physics Abhyas 14 | SOLIDS & SURFACE TENSION | IIT JEE ADVANCED | MAINS | NEET |11 | BEST Questions,2021-02-27T09:30:03Z,69658,3422,540
223,Animal Kingdom 04 | PHYLA - MOLLUSCA | ECHINODERMATA | HEMICHORDATA | Class 11 | NEET | PACE SERIES,2021-02-26T13:30:05Z,442067,17845,1272
224,Graphs of Trigonometric Functions | Trigonometric Equations | SYLLABUS COMPLETE | PACE SERIES,2021-02-26T12:32:23Z,350871,13113,1203
225,Differentiation | Class 11 | JEE | PACE SERIES,2021-02-26T11:30:00Z,1109312,36461,1234
226,Units and Measurement 03 | Vernier caliper and screw gauge | Class 11 | NEET | IIT JEE | Pace Series,2021-02-26T09:30:11Z,291339,9829,875
227,S Block 07 | Chemical Properties of Alkaline Earth Metals | Class 11 | JEE | NEET | PACE SERIES,2021-02-25T23:43:18Z,136339,4383,591
228,Limits 02 | Class 11 | JEE | PACE SERIES,2021-02-25T15:25:23Z,561313,18195,934
229,"Animal Kingdom 03 | PHYLUMS - Aschehelminthes, Annelida, Arthropoda | Class 11 | NEET",2021-02-25T13:30:01Z,583145,19915,2099
230,Mathematical Reasoning 02 | Implications | Class 11 | JEE | PACE SERIES,2021-02-25T11:30:01Z,151213,5244,408
231,"Units and Measurement 02 | Errors, propagation of errors, Parallax, oleic acid |11 |NEET | JEE",2021-02-25T09:30:02Z,293006,8347,493
232,Mineral Nutrition - 02 | Nitrogen Metabolism | Class 11 | Pace Series,2021-02-25T06:04:56Z,251065,9045,672
233,S Block 06 | Solvay's Process | Atomic Properties of Alkaline Earth Metals | Class 11 | JEE | NEET,2021-02-24T22:01:03Z,124391,4336,393
234,"Animal Kingdom 02 | PHYLUMS - Porifera, Coelenteratra, Ctenophora, Platyhelminthes | Class 11 | NEET",2021-02-24T13:30:56Z,1146329,38882,2503
235,"Units & Measurement 01 | Dimensions, Dimensional Analysis, Principle of homogeneity | 11 | NEET |JEE",2021-02-24T09:30:09Z,661804,19255,988
236,S Block 05 | NaOH | Sodium Hydroxide | Class 11 | JEE | NEET | PACE SERIES,2021-02-23T22:58:50Z,126290,4201,506
237,Introducing Samapti Sinha Ma'am | Animal Kingdom 01 | Class 11 | NEET,2021-02-23T13:30:08Z,2688386,120169,10625
238,Maths Abhyas 20 | The Best Problems of Conic Sections | JEE | MAINS | 11 | BEST Questions | Pace,2021-02-23T11:36:45Z,37095,2041,235
239,Waves L4 | Beats | Doppler Effect | Class 11 | IIT JEE | NEET,2021-02-23T10:01:23Z,135178,5857,737
240,"S Block 04 | Reactions of Lithium, Sodium & Potassium | Anomalous Behaviour of Lithium | PACE",2021-02-22T20:39:00Z,123519,4591,549
241,Maths Abhyas 19 | The Best Problems of Straight Line & Circles | JEE | MAINS | 11 | BEST Questions,2021-02-22T12:49:59Z,45416,2781,276
242,Physics Abhyas 13| FLUIDS | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions | Pace Series,2021-02-22T09:42:40Z,49896,2976,438
243,Hydrocarbons 08 | Benzene | Class 11 | JEE | NEET | PACE SERIES,2021-02-21T15:30:01Z,504162,17132,933
244,"POWER OF PHYSICS WALLAH - Tum 1 Lekar Jaoge, Mai 100 Alakh Pandey Khade Kar Dunga 🔥",2021-02-21T14:19:19Z,3575926,267336,16331
245,Mathematical Reasoning 01 | Class 11 | JEE | PACE,2021-02-21T12:48:15Z,452971,14471,718
246,Limits 01 | Introduction | CLASS 11 | JEE | PACE SERIES,2021-02-21T11:30:00Z,1163235,42008,1987
247,Physics Abhyas 12 | GRAVITATION | IIT JEE ADVANCED| MAINS | NEET | 11 | BEST Questions | Pace Series,2021-02-21T09:30:09Z,48847,2958,387
248,Hydrocarbons 07 | Complete Alkynes | Class 11 | JEE | NEET | PACE SERIES,2021-02-20T15:30:00Z,405549,13854,757
249,Hyperbola | ALL BASICS COVERED | CLASS 11 | JEE | PACE SERIES,2021-02-20T15:01:17Z,263528,9752,654
250,Waves L3 | Standing Waves | Sonometer Wire | Resonance Column tube | Class 11 | JEE | NEET | PACE,2021-02-20T09:51:32Z,108865,4953,1000
251,S-Block 03 | Compounds of Alkali Metals | Class 11 | JEE | NEET | PACE SERIES,2021-02-20T00:20:36Z,152220,4740,466
252,Ellipse | ALL BASICS COVERED | CLASS 11 | JEE | PACE SERIES,2021-02-19T11:30:06Z,400982,13581,794
253,S-Block 02 | Chemical Properties of S Block Elements | Class 11 | JEE | NEET | PACE SERIES,2021-02-18T19:59:19Z,244141,5924,378
254,Parabola | ALL BASICS COVERED | CLASS 11 | JEE | PACE SERIES,2021-02-18T11:35:02Z,703852,23202,1264
255,Waves L2 | Interference of waves | Superposition of waves | Class 11 | IIT JEE | NEET,2021-02-18T09:58:43Z,96289,3261,401
256,Circles | Equation of Circle in Different Forms | Class 11 | JEE | PACE SERIES,2021-02-17T11:30:05Z,631925,20666,1110
257,Waves L1 | Wave equations | Wave speed | Class 11 | IIT JEE | NEET,2021-02-17T09:48:38Z,246355,8085,1134
258,S-Block 01 | S-Block | CLASS 11 | JEE | NEET | PACE SERIES,2021-02-16T20:47:54Z,860517,22540,930
259,"Oscillations L4 | Damped oscillations, Angular SHM, Resonance | Class 11 | IIT JEE | NEET",2021-02-16T14:52:52Z,192090,7027,611
260,Pawri Ho Rahi Hai Guyz #TeamPw,2021-02-16T13:48:50Z,2444674,140251,7016
261,Locus | CLASS 11 | JEE | PACE SERIES,2021-02-16T13:44:07Z,316325,12814,842
262,Hydrogen 05 | Hardness of Water | CLASS 11 | JEE | NEET | PACE SERIES,2021-02-15T20:31:31Z,189134,5994,374
263,"Straight Lines 03 | Distance b/w Parallel Lines, Point and a Line | CLASS 11 | JEE | PACE SERIES",2021-02-15T16:40:10Z,255719,8884,618
264,Physics Abhyas 11 | RIGID BODY DYNAMICS 03 | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions,2021-02-15T16:30:03Z,22712,1210,228
265,Teaser1- Surprise Of Half Decade - PhysicsWallah Biggest Surprise Reveal 🔥🔥🔥,2021-02-15T08:29:46Z,683439,73822,11832
266,"Statistics 02  | Median , Mode , Variance , S.D. | CLASS 11 | JEE | PACE SERIES",2021-02-14T16:40:49Z,210240,6642,419
267,Hydrocarbons 06 | Properties of  Alkenes | Class 11 | JEE | NEET | PACE SERIES,2021-02-14T16:29:25Z,343292,10195,425
268,Mineral Nutrition - 01 | Micronutrients and Macronutrients | Class 11 | Pace Series,2021-02-14T15:41:28Z,297751,9084,646
269,Straight Line 02 | Different Equations of Straight Lines | CLASS 11 | JEE | PACE SERIES,2021-02-14T11:31:42Z,529291,16890,1540
270,Physics Abhyas 10 | RIGID BODY DYNAMICS 02 | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions,2021-02-14T09:30:06Z,23384,1404,226
271,Hydrocarbons 05 | MOP of Alkanes | Class 11 | JEE | NEET | PACE SERIES,2021-02-14T05:41:59Z,338418,10808,678
272,"Statistics | Introduction, Mean | CLASS 11 | JEE | PACE SERIES",2021-02-13T16:40:42Z,365009,12421,819
273,"Straight Lines 01 | Inclination, Slope, Equation of a Straight Line | CLASS 11 | JEE | PACE SERIES",2021-02-13T11:30:05Z,1108089,34864,1920
274,Oscillations L3 | Time period of linear SHM | Simple harmonic motion | Class 11 | IIT JEE | NEET,2021-02-13T09:41:16Z,87638,3639,1028
275,Hydrogen 04 | Water & Heavy Water | CLASS 11 | JEE | NEET | PACE SERIES,2021-02-12T19:28:40Z,129924,4423,645
276,Coordinate Geometry 03 | Four Best Friends of Coordinate Geometry | CLASS 11 | JEE | PACE SERIES,2021-02-12T11:30:07Z,152897,5843,710
277,"Oscillations L2 | Equations of SHM, Energy in simple harmonic motion | Class 11 | IIT JEE | NEET",2021-02-12T09:30:01Z,104730,3809,772
278,Hydrogen 03 | Bosch Process | Lanes Process | Hydrides | Chemical Properties of Hydrogen | PACE,2021-02-11T18:44:57Z,154038,4942,617
279,Coordinate Geometry 02 | Point | CLASS 11 | JEE | PACE SERIES,2021-02-11T11:30:01Z,189652,6828,669
280,"Oscillations L1 | Circle diagram, simple harmonic motion and uniform circular motion |11 |JEE | NEET",2021-02-11T09:30:03Z,275874,9353,1571
281,Hydrogen 02 | Types of Hydrogen & Preparation of Hydrogen | CLASS 11 | JEE | NEET | PACE,2021-02-11T05:09:01Z,201018,5688,513
282,Coordinate Geometry 01 | Introduction | CLASS 11 | JEE | PACE SERIES,2021-02-10T16:42:37Z,432506,16084,1280
283,"Thermodynamics L3 | Second Law of thermodynamics, Carnot, heat engine, refrigerator | 11 | JEE| NEET",2021-02-10T09:30:00Z,93202,3620,850
284,Hydrogen 01 | Introduction | CLASS 11 | JEE | NEET | PACE,2021-02-09T18:29:05Z,579110,16988,1312
285,Sequence & Series 05 | Miscellaneous Series | CLASS 11 | JEE | PACE SERIES,2021-02-09T11:30:07Z,167607,6331,683
286,Thermodyamics L2 | First Law of thermodynamics | Thermodynamics graphs | Chapter 12 |11 | JEE | NEET,2021-02-09T09:30:09Z,95470,3933,2332
287,Gaseous State 10 | Compressibility factor | CLASS 11 | JEE | NEET | PACE,2021-02-08T18:34:57Z,46902,2359,398
288,Maths Abhyas 18 | Permutation & Combinations Problems Lectures 4 | JEE | MAINS | 11 | BEST Questions,2021-02-08T12:30:05Z,22141,1029,240
289,Sequence & Series 04 | A.G.P. & H.P. | CLASS 11 | JEE | PACE SERIES,2021-02-08T11:30:11Z,220961,7924,1591
290,Physics Abhyas 09 | RIGID BODY DYNAMICS 01| IIT JEE ADVANCED| MAINS | NEET |11 | BEST Questions,2021-02-08T09:30:05Z,26176,1510,303
291,Hydrocarbons 04 | Properties of Alkane Halogenation Part 2 | Class 11 | JEE | NEET | PACE SERIES,2021-02-07T15:30:09Z,287139,8977,648
292,Something Very BIG 🔥 🔥🔥 Introducing God Of Mathematics - Mohit Tyagi Sir,2021-02-07T14:30:14Z,460687,38653,3550
293,Sequence & Series 03 | Sum of Infinite G.P. | CLASS 11 | JEE | PACE SERIES,2021-02-07T11:50:24Z,362143,12178,1307
294,"Physics Abhyas 08| Work, COM & Collision | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Ques | Pace",2021-02-07T09:30:00Z,27369,1666,371
295,Hydrocarbons 03 | Properties of Alkane Halogenation | Class 11 | JEE | NEET | PACE SERIES,2021-02-06T15:30:13Z,367577,11246,726
296,Sequence & Series 02 | Arithmetic Progression ( A.P. ) | JEE | CLASS 11 | PACE SERIES,2021-02-06T11:30:43Z,513608,15943,1214
297,"Thermodynamics L1 | Zeroth Law, First Law of thermodynamics | Chapter 12 | Class 11 | IIT JEE | NEET",2021-02-06T09:30:01Z,232817,8119,1400
298,Gaseous State 09 | Van der Waals Equation | CLASS 11 | JEE | NEET | PACE,2021-02-05T18:19:42Z,56267,2237,287
299,Biomolecules 04 | ENZYMES | Class 11 | NEET | PACE Series,2021-02-05T14:13:35Z,530569,14890,1848
300,Sequence & Series 01 | Introduction | JEE | CLASS 11 | PACE SERIES,2021-02-05T11:46:57Z,564324,22958,1275
301,"Kinetic theory of gases | Mean free path, Ideal gas equation, Boyle's law, Charle's law|11|JEE| NEET",2021-02-05T09:30:12Z,274121,9411,818
302,Probability 02 | Algebra of Events | JEE | CLASS 11 | PACE SERIES,2021-02-05T06:01:51Z,147312,6363,589
303,"Gaseous State 08 | Graham's Law ( Diffusion, Effusion ) | CLASS 11 | JEE | NEET | PACE SERIES",2021-02-04T18:10:14Z,40024,1753,167
304,Biomolecules 03 | Carbohydrates | Class 11 | NEET | PACE Series,2021-02-04T13:59:35Z,596247,16655,1420
305,Probability 01 | Introduction to Probability | CLASS 11 | JEE |  PACE SERIES,2021-02-04T11:50:22Z,483782,17242,1344
306,"T.P.M 04 | Radiation, Stefan's law, Wein's displacement law, Newton's law of cooling |11 | JEE |NEET",2021-02-04T09:30:00Z,80788,3488,712
307,Gaseous State 07 | Dalton's Law | Relative Humidity | Aqueous Tension | JEE | NEET | PACE SERIES,2021-02-03T18:44:59Z,46582,2181,423
308,Biomolecules 02 | Lipids & Nucleic Acids | 11 | NEET | PACE Series,2021-02-03T13:30:06Z,573045,14627,1559
309,Binomial Theorem 02 | Properties of Binomial Theorem | JEE | CLASS 11 | PACE SERIES,2021-02-03T11:36:32Z,314895,10814,1360
310,"Thermal Properties of Matter 03 | Heat Transfer |Conduction, Convection | Chapter 11 | 11 | JEE|NEET",2021-02-03T09:30:04Z,105508,4362,981
311,Gaseous State 06 | Different types of containers | Class 11 | JEE | NEET | PACE SERIES,2021-02-02T18:14:55Z,39089,2021,421
312,Biomolecules 01 | Amino Acids and Proteins | 11 | NEET | PACE Series,2021-02-02T13:30:03Z,1424888,37170,2905
313,Binomial Theorem 01 | Introduction | JEE | Class 11 | PACE SERIES,2021-02-02T12:49:56Z,533499,21076,2406
314,Maths Abhyas 17 | Permutation & Combinations Problems Lectures 3 | JEE | MAINS | 11 | BEST Questions,2021-02-02T12:30:04Z,19498,1100,221
315,Thermal Properties of Matter 02 | Calorimetry | Chapter 11 | Class 11 | IIT JEE | NEET,2021-02-02T09:30:03Z,198300,6901,1100
316,Gaseous State 05 | Combined Gas Law | Questions Based on Gas Laws | Graphs on Charles's Law | PACE,2021-02-01T17:57:30Z,52076,2550,389
317,Chemical Control & Coordination 02 | Glands & Mechanism of hormone Action | 11 | NEET | PACE Series,2021-02-01T13:30:01Z,381812,9840,1452
318,Maths Abhyas 16 | Permutation & Combinations Problems Lectures 2 | JEE | MAINS | 11 | BEST Questions,2021-02-01T12:30:03Z,25379,1519,236
319,Physics Abhyas 07 | Work and Energy | IIT JEE ADVANCED | MAINS | NEET | 11 | BEST Questions | PACE,2021-02-01T09:30:03Z,42967,2521,527
320,Hydrocarbons 02 | Alkanes | MOP 2 | Class 11 | JEE | NEET | PACE SERIES,2021-01-31T15:30:02Z,582119,15241,755
321,"Chemical Control & Coordination 01 | Hypothalamus, Pituitary, Thymus, Pineal Glands | 11 | NEET",2021-01-31T14:29:51Z,756356,21715,2269
322,Permutation & Combination 07 | Permutation & Combination of Alike Objects | CLASS 11 | JEE | PACE,2021-01-31T11:30:02Z,160944,7262,1128
323,Physics Abhyas 06| NLM 03 (Circular Motion) | IIT JEE ADVANCED | MAINS | NEET |11 | BEST Ques | PACE,2021-01-31T09:30:06Z,35961,2267,457
324,Hydrocarbons 01 | Alkanes | MOP | Class 11 | JEE | NEET | PACE SERIES |,2021-01-30T16:06:04Z,1504675,44203,1780
325,Nervous Control & Coordination 04| Mechanism of Vision & Structure of Ear | 11 | NEET | Pace,2021-01-30T13:30:02Z,269937,7997,873
326,Permutation & Combination 06 | Circular Permutation | CLASS 11 | JEE | PACE SERIES,2021-01-30T11:53:55Z,238825,9045,742
327,Thermal Properties of Matter 01 | Thermal expansion | Chapter 11 | Class 11 | IIT JEE | NEET,2021-01-30T09:30:05Z,244706,8264,2117
328,Gaseous State 04 | Gay Lussac's Law | Avogadro's Law | Graphs on Charles's Law | CLASS 11 | PACE,2021-01-29T18:24:25Z,72062,3092,379
329,Permutation & Combination 05 | Combinations | CLASS 11 | JEE | PACE SERIES,2021-01-29T11:31:40Z,367487,12857,919
330,"Properties of fluids 04 | Surface Tension, Viscosity, Terminal speed | Class 11 | JEE | NEET | PACE",2021-01-29T09:30:10Z,162605,5810,864
331,Gaseous State 03 | Boyle's Law | Charles' Law | CLASS 11 | JEE | NEET | PACE SERIES,2021-01-28T17:59:23Z,228696,7648,626
332,Permutation & Combination 04 | Arrangement of Different Objects | CLASS 11 | JEE | PACE SERIES,2021-01-28T11:33:33Z,362911,13213,1882
333,"Properties of fluids 03 | Bernoulli's principle, Venturimeter, Equation of continuity |11 |JEE |NEET",2021-01-28T09:43:35Z,139139,5309,808
334,Nervous Control & Coordination03| Peripheral Nervous System & Structure of Human Eye| 11 |NEET |Pace,2021-01-28T06:06:44Z,295372,8102,751
335,Gaseous State 02 | Barometer | Manometer | CLASS 11 | JEE | NEET | PACE SERIES,2021-01-27T18:03:41Z,71287,3087,505
336,"Properties of fluids 02 | Hydrostatics | Archimedes principle, Buoyancy, floatation| 11 | JEE | NEET",2021-01-27T09:30:00Z,167321,6873,1280
337,Nervous Control & Coordination 02| Synapse & Structure of Brain | Class 11 | NEET | Pace Series,2021-01-27T05:32:38Z,476616,12182,1602
338,HAPPY REPUBLIC DAY 🇮🇳 -Big GIFT for EVERYONE - On PhysicsWallah Mobile APP || Democracy in Education,2021-01-26T11:28:03Z,396870,48331,3966
339,Gaseous State 01 | Introduction | Parameters | CLASS 11 | JEE | NEET | PACE SERIES,2021-01-25T18:36:47Z,127501,5306,711
340,Maths Abhyas 15 | Permutation & Combinations Problems Lectures 1 JEE | MAINS | 11 | BEST Questions,2021-01-25T11:30:02Z,44559,2356,548
341,Physics Abhyas 05 |Newton's laws of Motion 02 (Friction & pseudo force)| JEE | MAINS | NEET | 11,2021-01-25T09:30:10Z,37234,2320,560
342,Nervous Control & Coordination 01 | Cells of Nervous System & NerveI Impulse Conduction | 11 | NEET,2021-01-25T05:30:01Z,827144,23140,2438
343,GOC 09 | Qualitative & Quantitative Analysis of Organic Compound | Class 11 | JEE | NEET | Pace,2021-01-24T15:30:01Z,743040,24588,1184
344,Physics Abhyas 04 | Newton's laws of Motion 01| IIT JEE ADVANCED | MAINS | NEET |11 | BEST Questions,2021-01-24T09:30:02Z,82494,4389,859
345,Morphology of Flowering Plants 04 | Flower 02 | Class 11 | NEET | Pace Series,2021-01-24T05:30:02Z,277288,7698,439
346,GOC 08 | Electrophiles | Nucleophiles | Types of Reactions | Class 11 | JEE | NEET | Pace Series,2021-01-23T15:30:02Z,645611,19049,724
347,"Permutation & Combination 03 | Addition , Multiplication Principles , Factorials | Class 11 | JEE",2021-01-23T11:30:01Z,443390,15528,2022
348,"Properties of Fluids | Hydrostatics, barometer, gauge, paradox, pascal law, | Class 11| JEE | NEET",2021-01-23T09:30:03Z,296872,9747,1188
349,Morphology of flowering plants 03 | Flower - 1 | Class 11 | NEET | Pace Series,2021-01-23T07:16:20Z,348314,9552,567
350,Periodic Properties 11 | Electron Gain Enthalpy | Electron Affinity | CLASS 11 | JEE | NEET | PACE,2021-01-22T18:11:15Z,113796,4278,478
351,Permutation & Combination 02 | Fundamental Multiplication Principle of Counting | CLASS 11 | JEE,2021-01-22T11:30:02Z,460791,17908,1764
352,Properties of Solids | Elasticity | Hooke's Law | Young's Modulus | Stress | Strain |11 | JEE | NEET,2021-01-22T09:30:02Z,445699,16309,1900
